"newID"	"rich"	"shannon"	"PC1"	"PC2"	"OTU_35"	"OTU_143"	"OTU_155"	"OTU_14"	"OTU_34"	"OTU_23"	"OTU_13"	"OTU_226"	"OTU_27"	"OTU_347"	"OTU_2"	"OTU_4"	"OTU_10"	"OTU_12"	"OTU_45"	"OTU_97"	"OTU_1"	"OTU_3"	"OTU_38"	"OTU_18"	"OTU_26"	"OTU_152"	"OTU_5"	"OTU_156"	"OTU_8"	"OTU_11"	"OTU_21"	"OTU_56"	"OTU_76"	"OTU_60"	"OTU_92"	"OTU_118"	"OTU_9"	"OTU_302"	"OTU_30"	"OTU_51"	"OTU_25"	"OTU_20"	"OTU_64"	"OTU_47"	"OTU_15"	"OTU_82"	"OTU_43"	"OTU_121"	"OTU_115"	"OTU_17"	"OTU_81"	"OTU_99"	"OTU_19"	"OTU_65"	"OTU_80"	"OTU_39"	"OTU_95"	"OTU_189"	"OTU_63"	"OTU_59"	"OTU_77"	"OTU_131"	"OTU_93"	"OTU_87"	"OTU_134"	"OTU_109"	"OTU_225"	"OTU_31"	"OTU_58"	"OTU_66"	"OTU_62"	"OTU_88"	"OTU_185"	"OTU_129"	"OTU_291"	"OTU_158"	"OTU_69"	"OTU_79"	"OTU_44"	"OTU_117"	"OTU_474"	"OTU_193"	"OTU_112"	"OTU_311"	"OTU_250"	"OTU_287"	"OTU_154"	"OTU_96"	"OTU_145"	"OTU_139"	"OTU_126"	"OTU_101"	"OTU_57"	"OTU_78"	"OTU_266"	"OTU_188"	"OTU_132"	"OTU_125"	"OTU_111"	"OTU_167"	"OTU_441"	"OTU_49"	"OTU_98"	"OTU_54"	"OTU_149"	"OTU_70"	"OTU_48"	"OTU_166"	"OTU_280"	"OTU_201"	"OTU_271"	"OTU_147"	"OTU_71"	"OTU_74"	"OTU_138"	"OTU_182"	"OTU_297"	"OTU_255"	"OTU_231"	"OTU_163"	"OTU_212"	"OTU_162"	"OTU_241"	"OTU_224"	"OTU_75"	"OTU_217"	"OTU_91"	"OTU_90"	"OTU_124"	"OTU_68"	"OTU_184"	"OTU_237"	"OTU_168"	"OTU_180"	"OTU_196"	"OTU_85"	"OTU_151"	"OTU_102"	"OTU_120"	"OTU_130"	"OTU_209"	"OTU_86"	"OTU_197"	"OTU_141"	"OTU_83"	"OTU_248"	"OTU_202"	"OTU_199"	"OTU_239"	"OTU_172"	"OTU_313"	"OTU_305"	"OTU_207"	"OTU_89"	"OTU_249"	"OTU_279"	"OTU_157"	"OTU_284"	"OTU_153"	"OTU_135"	"OTU_171"	"OTU_261"	"OTU_61"	"OTU_128"	"OTU_148"	"OTU_146"	"OTU_211"	"OTU_161"	"OTU_275"	"OTU_73"	"OTU_183"	"OTU_247"	"OTU_238"	"OTU_150"	"OTU_242"	"OTU_641"	"OTU_107"	"OTU_350"	"OTU_272"	"OTU_204"	"OTU_222"	"OTU_307"	"OTU_173"	"OTU_276"	"OTU_144"	"OTU_413"	"OTU_206"	"OTU_165"	"OTU_309"	"OTU_223"	"OTU_229"	"OTU_122"	"OTU_110"	"OTU_298"	"OTU_336"	"OTU_214"	"OTU_519"	"OTU_343"	"OTU_329"	"OTU_267"	"OTU_137"	"OTU_219"	"OTU_243"	"OTU_363"	"OTU_289"	"OTU_259"	"OTU_451"	"OTU_360"	"OTU_200"	"OTU_186"	"OTU_213"	"OTU_288"	"OTU_285"	"OTU_203"	"OTU_397"	"OTU_260"	"OTU_340"	"OTU_263"	"OTU_359"	"OTU_254"	"OTU_262"	"OTU_499"	"OTU_464"	"OTU_335"	"OTU_326"	"OTU_318"
"PI650776_R2"	230	3.86559463193866	0.118534957740381	-0.00722886588115528	393	0	2	135	21	65	161	9	41	1	36	304	54	68	29	3	717	2	17	180	41	4	198	0	85	8	31	38	12	23	2	1	87	0	58	10	95	85	22	7	44	3	33	0	5	108	11	6	3	0	20	40	2	0	16	18	1	0	3	8	10	11	2	46	0	15	8	6	9	22	0	0	18	30	0	0	0	0	1	1	0	1	0	15	0	1	1	19	15	1	0	2	5	0	1	1	0	23	5	7	8	2	7	2	0	0	0	0	18	2	2	1	1	1	0	3	2	0	0	0	4	0	3	3	5	8	3	2	3	0	0	7	3	0	2	0	0	4	0	2	5	0	1	1	3	0	0	0	3	1	1	0	1	4	0	0	0	0	7	1	2	2	0	0	0	2	1	0	7	4	1	1	7	3	1	1	5	1	0	0	2	0	1	9	3	4	0	2	1	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	2	1	4	5	0	0	0	2	0	0	0	2	2	0	0	0	1	0
"PI650776_R3"	221	3.68630722834895	-0.218610407664142	0.013708052766505	0	5	2	167	84	50	105	1	7	3	277	11	68	157	0	2	585	761	3	154	60	0	8	0	115	309	18	1	2	18	2	7	89	0	33	37	56	44	9	11	43	3	0	1	0	12	1	22	112	51	5	0	0	0	0	2	12	0	3	0	4	0	1	51	94	10	2	4	1	1	1	0	10	11	49	31	2	8	12	0	7	1	8	0	0	1	18	9	0	17	6	3	0	0	0	0	0	16	4	82	0	3	59	3	0	4	0	0	13	7	6	4	0	1	0	0	0	0	0	2	5	0	6	10	1	5	2	0	2	2	0	2	0	0	0	8	0	1	0	0	1	0	0	3	0	0	0	1	0	10	0	1	4	0	2	9	0	0	14	0	0	4	0	2	0	3	1	3	0	0	4	0	2	1	0	0	2	0	3	0	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	3	1	0	4	0	0	2	0	2	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0
"PI650778_R1"	208	3.92606537581932	0.103688247699583	-0.0537376549629401	52	0	3	118	22	51	157	3	27	0	93	276	82	187	26	2	620	151	39	113	27	1	251	0	95	10	101	16	22	13	0	2	243	0	59	10	128	90	8	30	223	1	35	12	107	131	12	9	0	0	1	34	6	0	9	39	0	0	6	7	58	9	1	45	14	8	1	4	2	1	0	2	12	20	4	0	0	0	2	0	0	0	0	11	0	3	1	0	5	1	2	0	1	2	2	0	3	16	7	7	5	3	6	0	0	1	0	12	16	15	1	0	1	0	0	2	1	0	0	0	2	0	1	8	2	5	0	0	0	0	0	4	1	2	5	1	0	15	2	1	1	2	2	12	0	0	2	1	0	0	1	0	0	1	9	1	4	0	7	3	0	0	0	0	3	3	3	0	2	10	6	2	1	13	5	5	0	0	1	2	1	0	0	28	0	0	0	1	1	0	0	1	6	0	0	0	0	10	1	2	0	2	1	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0
"PI650778_R2"	221	3.78671764492677	0.106148526954085	-0.0718419169336479	34	0	0	112	12	58	139	0	13	1	600	268	34	90	38	2	634	71	28	58	33	0	165	0	69	3	102	19	28	3	0	0	175	0	44	4	167	11	6	0	204	0	20	8	223	89	5	8	2	0	0	20	2	4	25	35	0	5	4	1	1	2	0	43	5	4	2	5	5	1	0	2	6	21	7	0	2	0	0	0	0	0	0	16	0	5	1	0	18	8	2	5	0	1	2	22	0	10	5	4	2	27	3	0	1	0	3	27	12	5	0	1	3	0	0	4	1	0	0	0	4	0	6	5	0	5	1	1	5	0	2	8	0	3	3	3	0	8	4	0	5	3	0	0	0	1	0	1	0	1	1	0	2	1	6	1	0	0	1	7	0	1	0	0	0	15	1	0	20	0	1	3	2	5	1	0	3	0	3	0	4	0	0	6	0	1	0	4	0	0	0	1	1	0	0	0	7	8	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	3	0	1	1	4	1	0	0	0
"PI650778_R3"	214	3.98510896473781	0.0950264590924585	0.0589321925923357	96	1	2	34	28	82	75	2	0	0	456	174	164	124	33	3	166	0	20	32	33	6	141	2	215	51	45	22	0	45	0	23	32	0	76	233	3	20	16	0	111	2	26	0	0	145	48	1	340	3	21	78	9	3	95	4	0	2	2	17	11	9	0	159	2	5	4	13	4	5	0	1	9	13	7	0	0	0	1	0	0	0	0	16	0	1	0	0	13	0	1	1	0	89	3	0	1	23	36	4	5	2	19	4	0	1	0	0	8	14	13	2	1	1	1	1	0	5	0	0	12	0	2	6	15	20	0	0	1	0	0	3	1	47	4	4	0	1	0	0	4	1	6	1	0	0	0	5	4	3	0	0	2	3	3	0	0	0	70	69	0	1	3	0	1	4	16	0	0	7	1	0	11	0	3	0	0	1	0	3	0	0	0	3	1	3	0	1	0	0	1	4	2	5	0	0	2	3	1	0	0	1	0	0	9	0	1	2	0	1	0	2	1	0	3	1	9	0	0	0	0	0
"PI650780_R1"	235	3.97007118738142	0.14322116365558	-0.0520816433788592	59	0	3	92	5	84	81	4	18	1	116	235	254	348	39	2	445	35	35	55	34	2	253	0	16	1	74	36	31	17	0	4	89	0	32	4	87	280	12	15	146	3	77	15	13	288	18	3	2	0	9	36	12	2	10	28	0	1	3	0	1	7	0	69	17	9	8	4	4	5	0	1	15	39	2	9	1	0	2	0	0	0	0	6	0	1	10	10	12	1	0	1	1	0	2	0	0	9	3	8	5	38	11	0	0	0	4	3	10	9	4	3	0	1	0	2	0	0	1	0	8	1	7	2	2	11	1	1	2	1	0	2	0	9	6	1	0	3	3	0	22	0	0	0	2	1	0	0	1	0	1	0	0	3	4	6	2	0	15	1	0	2	0	0	1	7	2	1	19	1	0	3	6	2	0	2	5	1	0	0	2	0	3	5	0	1	0	5	1	0	0	0	0	0	0	0	0	1	0	5	0	0	4	0	2	1	6	3	0	0	1	0	2	0	0	2	0	0	1	2	2	0
"PI650780_R2"	209	3.91319244125531	0.143138675199018	-0.0576117645341788	57	0	4	146	6	68	227	0	10	3	64	201	121	347	42	0	525	286	20	49	24	10	272	6	51	3	52	20	47	18	0	0	175	0	45	7	11	53	21	1	153	0	31	4	5	135	10	1	0	0	1	38	12	6	24	37	0	6	2	3	0	24	0	45	10	10	2	2	7	0	0	1	12	24	4	1	3	0	6	0	0	1	2	61	0	0	3	0	31	8	0	0	0	3	4	3	0	5	0	7	0	21	24	0	1	0	1	16	17	10	0	0	3	1	0	1	0	13	1	0	2	0	2	0	4	15	0	0	0	0	0	2	0	2	6	4	0	2	6	0	15	4	4	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	2	5	0	0	1	0	0	4	7	0	0	1	4	0	7	3	0	0	0	0	0	1	0	0	5	0	0	1	0	3	0	0	0	2	1	2	1	0	4	1	0	1	0	0	0	0	2	0	1	0	0	3	0	0	0	12	0	4	0	0	0	0	0	0
"PI650780_R3"	230	3.76662666748258	0.064591465752673	0.0792911653680697	37	0	1	157	34	36	135	1	101	1	119	673	91	135	11	1	376	0	18	48	28	2	510	0	195	142	62	4	2	5	0	1	45	1	103	33	9	131	5	0	149	8	8	1	0	69	13	3	115	0	14	9	8	0	11	6	0	10	11	4	0	5	3	24	2	14	11	5	8	3	0	1	9	26	10	0	7	0	5	1	0	1	8	8	0	0	2	2	9	13	0	1	0	2	8	5	0	27	2	11	2	8	38	3	1	1	2	3	6	3	8	3	2	0	0	1	7	1	0	0	10	3	5	4	1	4	0	2	0	17	0	3	0	2	5	1	0	5	4	0	2	4	0	0	0	0	6	0	1	7	1	0	2	6	0	2	6	0	6	1	0	1	1	0	1	1	1	0	0	1	0	1	1	2	0	0	0	4	0	0	0	0	1	1	0	6	0	0	2	0	6	1	1	6	0	0	0	1	3	0	0	0	0	0	0	0	0	5	0	2	3	0	1	0	1	1	0	5	1	2	0	0
"PI650780_R4"	230	3.69326360415909	-0.014727905840826	0.110873243402233	12	2	2	97	75	51	96	1	7	2	127	456	49	124	8	1	970	7	13	57	35	3	78	1	276	211	188	6	1	8	44	0	107	0	80	42	14	15	4	0	122	6	3	6	0	32	2	3	132	4	8	8	12	0	5	13	0	1	10	2	2	3	0	26	22	11	2	9	3	0	0	1	11	25	31	2	0	0	1	0	0	4	4	0	0	2	3	0	38	5	1	1	2	1	6	0	0	41	8	4	3	4	25	7	0	0	0	0	18	3	2	3	0	0	0	1	2	20	1	2	9	0	2	6	6	6	3	2	3	2	1	10	0	3	3	6	0	12	0	0	3	4	2	3	0	0	0	1	3	7	1	1	0	0	0	0	1	1	12	2	0	3	0	0	4	1	0	0	0	2	0	0	3	2	1	1	0	0	0	0	3	0	2	1	3	1	0	2	1	1	0	0	4	0	2	1	1	0	1	0	0	0	1	0	6	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0
"PI650786_R1"	248	3.64681383134968	-0.159532480071711	-0.0108268809350377	11	13	0	97	69	101	66	1	79	0	43	17	57	239	9	2	800	973	32	152	66	12	4	0	200	29	47	7	1	7	0	3	86	4	32	29	27	28	14	1	55	11	2	17	0	20	6	5	9	20	4	10	1	9	4	7	13	0	7	2	1	0	1	56	22	2	5	12	2	4	5	1	6	28	16	4	0	1	8	3	4	2	1	1	7	11	5	4	12	20	1	2	0	0	5	1	1	23	10	57	2	0	19	4	4	2	0	0	10	17	3	4	1	1	41	0	2	0	2	5	4	3	12	15	3	25	0	0	5	0	0	2	0	3	1	6	2	1	0	0	0	1	2	0	0	0	1	1	1	9	0	0	2	3	0	0	0	0	15	4	0	6	0	3	3	10	6	1	0	0	0	4	5	0	0	7	3	0	2	0	3	4	0	0	0	3	1	2	15	1	0	0	0	6	0	1	5	0	1	1	1	0	0	0	1	2	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	3
"PI650786_R2"	238	3.68420519179633	-0.117556334812769	-0.00842305464509702	22	4	0	72	80	29	31	1	29	0	31	97	71	424	8	1	900	227	59	181	44	1	11	1	315	47	40	4	0	9	0	3	179	2	15	10	381	22	6	6	104	12	7	1	2	11	3	4	3	22	4	18	1	0	6	8	2	1	5	5	1	1	1	64	10	7	10	3	1	1	5	0	8	13	29	17	0	0	4	1	3	0	5	0	3	5	0	7	19	36	4	0	8	0	2	8	2	11	5	20	2	4	27	0	0	0	0	0	4	9	5	5	2	1	1	0	1	0	0	4	5	3	9	6	1	7	0	0	13	1	1	1	4	5	0	2	0	11	0	0	3	3	2	5	1	9	0	1	0	5	0	0	0	1	3	3	0	0	13	5	2	6	0	7	56	1	0	5	3	0	0	0	2	1	0	3	1	0	2	1	3	4	0	0	0	0	0	1	8	0	0	0	0	0	1	0	5	0	0	1	0	0	1	2	0	3	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	3
"PI650786_R3"	191	3.5158727202211	0.0290194704281182	-0.000875955568661493	14	1	0	68	23	29	84	0	33	0	516	353	18	17	18	1	355	35	24	51	36	0	180	0	132	125	29	18	3	9	1	0	108	0	36	9	16	131	5	296	45	3	9	1	25	88	0	0	54	1	0	6	9	0	2	4	0	6	2	5	2	0	1	16	6	1	4	4	7	0	0	1	6	18	4	1	0	0	4	0	0	0	0	0	2	5	0	8	16	6	1	0	0	0	6	0	0	7	5	10	0	7	8	0	0	1	0	0	7	6	2	1	0	0	5	3	0	0	1	0	5	4	4	1	16	4	5	2	1	0	0	4	2	2	6	1	0	5	0	0	2	0	1	0	0	5	0	1	0	0	0	0	2	0	3	1	0	0	3	1	2	2	0	0	0	0	0	0	7	0	0	0	4	1	0	1	0	1	1	0	1	0	2	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	2	0	0	3	0	0	0	0	0	0	2	1
"PI650786_R4"	244	3.83818186608509	0.0758126467696894	0.0512670254039429	35	3	3	71	23	67	120	1	30	5	375	748	34	101	35	0	345	34	14	76	32	1	262	2	105	98	67	43	1	9	10	0	80	0	142	13	12	86	15	58	44	6	7	0	0	31	4	2	121	0	1	40	8	0	2	15	0	4	1	15	3	7	0	60	4	10	4	6	6	0	0	0	12	25	6	3	0	0	3	0	1	0	0	28	0	7	11	3	35	13	0	2	1	0	6	0	0	13	10	3	4	4	10	3	2	0	2	2	5	3	3	3	3	1	0	2	1	0	0	0	8	1	5	5	1	9	9	2	2	0	1	9	5	10	4	0	3	4	0	2	2	2	1	0	2	0	0	1	1	0	3	2	1	0	5	1	0	0	13	3	1	1	3	0	2	0	4	0	1	2	0	3	2	6	1	0	0	2	1	0	0	3	1	1	0	0	0	0	8	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	3	0	0	16	0	0	0	0	0	1	0	0	0	0	0	1
"PI650787_R1"	218	3.86386902488805	0.18074110441727	-0.0701133916295271	77	0	4	112	4	64	237	4	2	1	127	238	166	169	61	0	442	1	22	51	18	3	356	4	40	0	86	16	20	25	0	0	431	0	100	5	16	99	16	7	175	1	54	0	0	219	6	6	0	0	2	65	8	1	19	13	0	2	5	24	2	4	0	23	0	3	2	4	2	3	0	0	14	17	0	5	0	0	2	0	0	0	0	2	0	1	4	0	31	5	0	4	7	0	10	0	0	21	4	2	0	37	8	0	0	0	0	4	3	13	0	4	4	1	4	2	3	0	0	0	5	1	1	5	0	13	1	17	4	1	36	2	0	5	4	3	0	4	10	0	13	0	2	1	1	21	0	0	5	2	0	0	1	0	1	1	0	0	11	3	0	2	0	0	1	1	2	1	0	0	1	0	1	1	2	10	1	0	2	0	10	0	1	2	2	3	0	8	4	1	0	1	4	10	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	2	0	2	1	0
"PI650787_R2"	230	3.89152280020371	0.169780460617489	-0.0568507491941177	77	0	7	129	4	59	210	3	7	0	221	216	419	95	30	5	377	1	24	58	26	2	312	2	32	8	119	14	15	27	0	0	365	0	97	6	33	68	23	41	216	3	61	0	0	165	5	0	0	0	6	84	3	1	6	19	0	3	4	10	0	1	0	37	4	9	2	5	4	7	0	0	13	0	0	6	0	0	1	0	0	4	0	1	0	3	6	0	26	7	0	2	0	0	13	0	1	26	7	1	6	2	34	1	0	73	7	1	5	5	1	0	0	2	0	3	2	0	0	0	8	0	0	1	7	6	2	2	2	3	0	13	0	2	2	2	1	20	1	0	28	1	2	0	1	7	0	2	3	0	2	0	0	1	6	2	1	0	11	5	1	5	2	0	0	1	7	4	0	0	0	0	2	2	1	8	2	2	0	0	3	0	0	0	1	4	0	3	0	1	5	1	2	2	1	0	0	0	2	1	0	0	2	0	1	0	1	0	2	2	3	15	0	0	0	0	2	0	1	1	1	0
"PI650787_R3"	165	2.39937442996874	0.000241102137267257	-0.0531829580258879	36	0	0	19	2	24	35	2	14	0	2691	113	39	87	15	19	333	0	14	72	51	0	47	0	166	37	46	4	1	2	0	1	53	0	43	2	16	43	10	40	20	1	15	5	0	45	0	1	67	0	2	20	2	1	9	2	0	2	1	11	1	1	0	24	9	8	0	3	0	6	0	3	6	3	6	16	0	0	2	0	0	1	0	2	0	1	2	0	15	0	0	0	13	1	0	0	0	10	5	2	2	6	14	4	0	1	0	0	9	6	20	0	1	0	0	0	0	0	1	0	11	0	0	2	0	4	5	1	1	1	0	5	0	1	0	8	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	21	0	0	7	0	2	1	0	0	1	1	0	1	0	0	0	0	0	3	0	0	1	0	1	1	1	1	1	2	0	3	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
"PI650787_R4"	220	3.97793205214044	0.0284915863344766	0.0765981932572527	97	0	0	40	33	73	77	0	27	4	34	194	24	116	65	3	153	202	10	103	32	3	120	2	530	200	40	17	0	17	0	3	46	1	29	18	37	61	34	105	75	4	25	4	0	145	10	0	550	0	0	50	12	5	26	16	0	3	1	7	32	2	0	91	8	14	2	3	3	0	0	0	9	20	49	7	7	0	3	6	0	0	0	28	0	6	6	0	31	1	0	0	0	12	12	2	3	10	11	5	3	0	14	8	3	1	0	0	12	11	0	2	3	5	7	0	0	0	1	0	18	2	1	9	1	7	1	1	2	0	2	6	2	13	6	0	1	0	0	0	0	0	1	0	0	7	0	1	1	0	0	0	1	0	0	0	0	0	14	0	0	1	11	0	13	1	3	0	2	0	0	1	8	17	0	0	3	1	2	6	0	0	5	0	5	1	0	0	1	0	0	15	6	6	0	0	5	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
"PI650789_R1"	228	3.96770570112458	0.173066953759715	-0.0394359007117957	70	0	1	114	10	54	138	20	8	0	44	221	131	181	26	0	466	10	23	90	20	2	340	1	10	7	99	16	15	21	0	0	257	1	104	11	16	233	19	2	206	4	30	1	7	155	3	4	0	0	7	54	7	6	25	27	0	7	9	44	2	3	1	37	1	15	0	12	3	6	0	0	11	15	0	0	0	0	2	0	0	3	1	7	0	24	0	0	42	1	0	2	0	2	5	0	0	28	1	14	1	47	26	1	2	0	1	3	7	10	0	3	1	4	0	4	0	0	4	0	6	0	1	4	4	23	0	18	3	7	0	3	2	6	6	0	1	5	0	0	14	0	1	2	0	7	0	4	3	0	0	0	0	1	24	2	0	0	12	2	0	4	60	0	1	1	2	0	0	0	0	4	4	3	5	0	0	0	3	0	1	0	3	2	0	0	0	2	2	0	1	1	1	2	0	2	0	3	0	0	0	0	1	0	0	1	2	1	1	0	4	1	0	0	0	0	0	3	2	4	0	1
"PI650789_R2"	225	3.91123132917997	0.146339347392817	-0.041049598165226	64	5	9	161	3	79	190	3	12	0	209	129	183	218	29	33	648	1	39	109	12	0	272	19	73	0	87	18	12	12	0	1	130	0	108	43	7	77	24	14	149	1	77	0	1	295	5	7	0	0	25	51	10	0	12	12	0	49	5	15	1	18	1	38	1	4	3	8	6	1	0	2	17	9	2	0	0	0	5	0	0	3	0	5	0	0	3	15	27	3	0	0	5	0	8	0	3	38	2	5	2	4	20	2	2	0	3	3	12	15	2	1	9	1	1	12	1	0	2	0	9	1	2	2	2	7	0	5	4	7	0	5	3	3	4	1	0	6	3	1	3	1	1	1	0	2	0	0	0	0	1	0	2	1	13	6	1	1	3	1	0	6	0	0	9	0	0	0	2	0	0	0	5	2	0	0	0	0	1	0	4	0	4	3	0	4	0	0	0	1	3	0	0	1	2	0	1	0	2	2	0	0	0	0	2	0	0	4	1	0	10	4	1	0	0	2	3	0	58	1	0	1
"PI650789_R3"	214	3.79898495737852	-0.0743587816288684	0.0515472358017592	12	13	0	115	83	50	116	0	131	0	609	250	44	101	15	53	528	1	2	50	58	0	33	2	331	63	60	5	0	3	0	6	194	0	39	14	53	57	3	0	82	40	2	0	23	27	1	3	157	4	0	8	4	0	3	2	4	1	4	1	0	0	0	41	5	19	7	10	2	0	0	2	7	16	91	23	0	4	0	2	0	0	1	1	0	4	0	21	9	14	2	3	1	0	0	0	1	9	5	8	0	3	5	6	0	43	0	0	16	14	1	1	0	1	0	0	1	0	1	3	5	6	10	13	2	10	0	0	2	0	9	2	0	2	3	1	1	0	2	0	3	1	1	0	2	0	1	0	0	2	0	3	3	0	1	113	0	0	13	1	0	1	0	2	0	5	0	1	1	0	0	0	10	2	0	0	3	0	3	0	9	1	0	0	0	0	0	0	6	1	0	0	6	5	0	0	0	0	0	0	0	1	0	0	0	8	0	0	2	1	0	0	0	10	1	0	0	0	1	0	0	0
"PI650789_R4"	219	3.54619731014744	-0.156484816136166	0.0461905877268517	6	9	1	103	74	40	66	2	170	1	213	40	34	128	4	1	925	726	28	121	49	0	2	0	230	94	70	12	2	2	0	0	91	1	50	24	32	79	2	0	36	10	0	0	0	11	0	3	97	17	1	4	0	0	4	7	7	1	3	0	2	4	0	69	12	20	16	10	0	0	0	3	12	6	86	4	0	1	3	1	0	1	1	0	0	6	11	3	8	7	3	4	0	2	4	0	6	20	7	19	2	1	10	18	0	3	0	0	9	7	4	3	1	0	0	1	1	0	0	1	10	3	9	4	1	2	0	0	0	1	0	9	2	0	0	6	1	0	0	0	8	1	0	4	1	0	0	0	4	6	0	2	2	0	4	1	2	0	14	1	0	1	0	1	1	20	0	1	0	0	0	0	2	0	0	1	0	0	5	0	3	0	0	1	0	1	0	2	10	0	0	0	1	2	4	8	4	0	0	0	1	0	0	0	0	3	0	0	1	0	0	1	0	0	1	2	0	1	2	0	0	0
"PI650794_R1"	284	4.16343094303172	0.0434616161196574	0.0433434956158519	102	5	3	94	82	67	68	3	32	9	127	327	55	239	34	15	606	20	59	49	50	5	145	0	277	48	93	13	1	9	0	0	82	1	54	7	127	11	21	4	173	5	15	1	6	61	4	3	5	6	12	76	4	0	21	8	0	7	19	28	0	12	0	75	8	12	8	7	5	18	2	12	17	29	7	10	6	0	8	1	0	1	2	0	0	8	6	0	39	1	1	1	0	0	1	11	1	27	3	26	4	3	13	3	2	3	0	1	9	10	1	9	2	2	0	1	2	0	0	0	7	3	2	3	6	11	2	3	13	3	3	4	13	6	2	11	2	3	6	0	5	0	0	17	1	2	0	4	11	3	0	1	1	8	5	7	4	1	10	7	0	3	0	0	14	66	2	1	5	2	0	2	3	14	0	0	4	0	3	0	2	4	8	6	0	2	0	0	2	2	0	0	5	6	0	0	4	0	0	0	0	0	5	0	8	2	3	1	0	0	0	0	0	0	0	1	0	9	2	0	0	1
"PI650794_R2"	232	3.6973761915174	-0.060721165570795	-0.0165068159644036	40	1	1	52	77	34	35	2	17	5	21	158	108	224	46	2	519	956	29	135	79	0	53	1	273	118	96	15	0	8	0	0	177	1	21	2	64	79	5	4	122	6	6	1	14	50	8	3	4	4	5	38	0	1	2	3	3	0	2	5	0	2	0	32	21	10	14	7	1	2	2	9	5	21	17	3	0	0	3	0	0	0	8	0	0	1	8	3	9	11	0	0	1	0	2	4	0	14	2	41	1	1	22	2	0	0	0	0	5	18	1	6	0	0	0	0	2	3	0	0	13	1	3	13	1	3	7	0	4	0	1	1	5	4	0	5	0	4	1	0	7	0	1	0	0	3	0	0	1	1	1	0	1	0	0	1	5	0	23	1	0	2	0	0	4	15	0	1	14	0	0	0	4	9	1	3	10	1	4	0	8	6	2	1	0	0	0	7	1	0	0	1	5	2	0	0	15	3	1	0	0	0	0	0	3	2	1	0	4	0	0	0	2	0	0	0	0	0	2	0	1	2
"PI650794_R3"	243	3.85333871881067	-0.129268506848519	0.103563920715017	4	1	0	88	128	62	109	0	145	0	127	87	23	54	5	13	671	362	6	147	60	1	18	0	365	156	93	13	2	7	1	2	109	0	76	18	15	1	2	76	15	22	0	0	2	50	5	0	303	15	0	2	3	0	3	12	15	0	9	3	1	0	0	40	18	5	2	3	3	1	0	0	12	12	60	4	1	7	13	0	0	0	6	1	5	1	0	0	3	15	4	6	3	0	2	0	1	14	6	13	1	0	13	9	1	2	0	0	10	3	0	5	0	1	0	4	1	0	0	13	4	1	8	7	1	2	2	0	1	0	39	11	0	16	1	6	2	2	0	2	5	1	0	16	1	0	0	1	1	26	0	2	2	0	2	2	2	0	14	2	4	2	0	1	1	1	1	0	3	0	0	9	8	3	0	0	1	0	5	0	5	0	12	1	3	0	0	1	16	3	0	1	6	7	2	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0
"PI650794_R4"	254	4.05138022203596	-0.127392852678829	0.121294710041482	9	3	1	95	88	58	72	2	353	0	115	68	59	68	4	3	556	3	80	199	130	0	14	0	317	166	93	3	5	9	0	2	63	1	56	40	4	14	7	2	37	17	3	0	0	17	0	5	223	29	17	3	5	0	1	2	14	3	4	21	4	2	1	82	13	19	1	8	0	1	0	0	18	18	90	26	0	12	15	0	1	2	5	0	1	6	36	8	5	13	2	1	2	0	1	0	3	31	7	29	1	1	13	1	2	1	0	0	5	13	1	1	0	0	0	0	0	0	1	2	9	2	11	5	0	2	7	0	6	1	0	10	12	6	4	10	2	4	0	1	1	1	1	1	0	0	0	0	5	6	0	3	1	1	1	3	5	0	15	0	1	0	0	6	0	3	0	2	2	1	6	0	1	6	0	0	0	0	0	0	7	0	1	5	4	0	0	1	10	3	1	0	0	3	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	5	0	0	0	0	1	3	0	0	1	0	0	0
